50.73	25/10/2022 08:41:53
52.24	25/10/2022 08:41:53
58.57	25/10/2022 08:41:53
48.21	25/10/2022 08:41:53
41.17	25/10/2022 08:41:54
49.5	25/10/2022 08:41:54
43.38	25/10/2022 08:41:54
38.54	25/10/2022 08:41:54
48.05	25/10/2022 08:41:54
69.39	25/10/2022 08:41:55
51.58	25/10/2022 08:41:55
45.54	25/10/2022 08:41:55
54.9	25/10/2022 08:41:55
52.95	25/10/2022 08:41:55
41.68	25/10/2022 08:41:55
49.74	25/10/2022 08:41:56
52.01	25/10/2022 08:41:56
47.07	25/10/2022 08:41:56
47.62	25/10/2022 08:41:56
50.67	25/10/2022 08:41:56
53.47	25/10/2022 08:41:56
59.17	25/10/2022 08:41:57
55.17	25/10/2022 08:41:57
47.75	25/10/2022 08:41:57
48.87	25/10/2022 08:41:57
50.92	25/10/2022 08:41:57
57.54	25/10/2022 08:41:58
51.49	25/10/2022 08:41:58
52.91	25/10/2022 08:41:58
48.9	25/10/2022 08:41:58
52.81	25/10/2022 08:41:58
78.96	25/10/2022 08:41:58
45.37	25/10/2022 08:41:59
46.87	25/10/2022 08:41:59
48.18	25/10/2022 08:41:59
47.57	25/10/2022 08:41:59
51.65	25/10/2022 08:41:59
44.27	25/10/2022 08:42:00
55.48	25/10/2022 08:42:00
60.63	25/10/2022 08:42:00
48.08	25/10/2022 08:42:00
54.75	25/10/2022 08:42:00
43.68	25/10/2022 08:42:00
49.16	25/10/2022 08:42:01
57.11	25/10/2022 08:42:01
39.93	25/10/2022 08:42:01
47.97	25/10/2022 08:42:01
46.92	25/10/2022 08:42:01
64.35	25/10/2022 08:42:02
56.86	25/10/2022 08:42:02
41.91	25/10/2022 08:42:02
64.35	25/10/2022 08:42:02
52.04	25/10/2022 08:42:02
51.91	25/10/2022 08:42:02
51.97	25/10/2022 08:42:03
96.11	25/10/2022 08:42:03
49.77	25/10/2022 08:42:03
47.67	25/10/2022 08:42:03
50.21	25/10/2022 08:42:03
49.8	25/10/2022 08:42:04
49.74	25/10/2022 08:42:04
49.53	25/10/2022 08:42:04
48.18	25/10/2022 08:42:04
51.23	25/10/2022 08:42:04
56.61	25/10/2022 08:42:05
46.32	25/10/2022 08:42:05
41.91	25/10/2022 08:42:05
50.64	25/10/2022 08:42:05
51.78	25/10/2022 08:42:05
39.77	25/10/2022 08:42:05
50.92	25/10/2022 08:42:06
47.7	25/10/2022 08:42:06
53.54	25/10/2022 08:42:06
49.16	25/10/2022 08:42:06
55.96	25/10/2022 08:42:06
52.44	25/10/2022 08:42:07
35.66	25/10/2022 08:42:07
48.79	25/10/2022 08:42:07
39.79	25/10/2022 08:42:07
51.23	25/10/2022 08:42:07
47.94	25/10/2022 08:42:08
56.65	25/10/2022 08:42:08
42.17	25/10/2022 08:42:08
52.27	25/10/2022 08:42:08
53.37	25/10/2022 08:42:08
42.36	25/10/2022 08:42:09
62.88	25/10/2022 08:42:09
54.53	25/10/2022 08:42:09
61.2	25/10/2022 08:42:09
52.47	25/10/2022 08:42:10
52.17	25/10/2022 08:42:10
38.96	25/10/2022 08:42:10
44.82	25/10/2022 08:42:10
71.8	25/10/2022 08:42:10
44.63	25/10/2022 08:42:11
51.74	25/10/2022 08:42:11
51.26	25/10/2022 08:42:11
35.66	25/10/2022 08:42:11
35.66	25/10/2022 08:42:12
35.64	25/10/2022 08:42:12
35.66	25/10/2022 08:42:12
54.01	25/10/2022 08:42:12
46.14	25/10/2022 08:42:12
55.96	25/10/2022 08:42:12
52.27	25/10/2022 08:42:13
51.39	25/10/2022 08:42:13
59.69	25/10/2022 08:42:13
49.65	25/10/2022 08:42:13
51.94	25/10/2022 08:42:13
48.35	25/10/2022 08:42:14
43.23	25/10/2022 08:42:14
52.84	25/10/2022 08:42:14
56.12	25/10/2022 08:42:14
48.35	25/10/2022 08:42:14
43.94	25/10/2022 08:42:15
47.94	25/10/2022 08:42:15
55.8	25/10/2022 08:42:15
65.41	25/10/2022 08:42:15
45.54	25/10/2022 08:42:15
54.83	25/10/2022 08:42:16
56.69	25/10/2022 08:42:16
60.58	25/10/2022 08:42:16
55.72	25/10/2022 08:42:16
56.94	25/10/2022 08:42:16
52.2	25/10/2022 08:42:17
56.32	25/10/2022 08:42:17
64.47	25/10/2022 08:42:17
61.41	25/10/2022 08:42:17
64.84	25/10/2022 08:42:17
54.23	25/10/2022 08:42:18
