17.38	24/09/2022 00:00:00
20.8	24/09/2022 00:00:01
18.1	24/09/2022 00:00:02
16.98	24/09/2022 00:00:03
19.07	24/09/2022 00:00:04
16.5	24/09/2022 00:00:05
17.9	24/09/2022 00:00:06
17.94	24/09/2022 00:00:07
18.34	24/09/2022 00:00:08
18.05	24/09/2022 00:00:09
18.3	24/09/2022 00:00:10
17.21	24/09/2022 00:00:11
8.31	24/09/2022 00:00:20
8.31	24/09/2022 00:00:21
17.28	24/09/2022 00:00:22
0	24/09/2022 00:00:23
8.31	24/09/2022 00:00:24
0	24/09/2022 00:00:25
18.14	24/09/2022 00:00:26
8.31	24/09/2022 00:00:27
17.01	24/09/2022 00:00:28
17.58	24/09/2022 00:00:29
18.61	24/09/2022 00:00:30
8.31	24/09/2022 00:00:32
17.28	24/09/2022 00:00:33
8.31	24/09/2022 00:00:34
17.04	24/09/2022 00:00:35
16.21	24/09/2022 00:00:36
0	24/09/2022 00:00:37
16.98	24/09/2022 00:00:38
16.69	24/09/2022 00:00:39
16.49	24/09/2022 00:00:40
17.01	24/09/2022 00:00:41
17.19	24/09/2022 00:00:42
16.81	24/09/2022 00:00:43
16.56	24/09/2022 00:00:44
21.7	24/09/2022 00:00:45
22.52	24/09/2022 00:00:47
22.58	24/09/2022 00:00:48
0	24/09/2022 00:00:49
22.03	24/09/2022 00:00:50
8.31	24/09/2022 00:00:51
20.35	24/09/2022 00:00:52
0	24/09/2022 00:00:53
8.31	24/09/2022 00:00:54
20.42	24/09/2022 00:00:55
21.57	24/09/2022 00:00:56
20.18	24/09/2022 00:00:57
19.26	24/09/2022 00:00:58
19.74	24/09/2022 00:00:59
19.7	24/09/2022 00:01:01
19.43	24/09/2022 00:01:02
8.31	24/09/2022 00:01:07
18.73	24/09/2022 00:01:08
18.22	24/09/2022 00:01:09
20.97	24/09/2022 00:01:10
18.08	24/09/2022 00:01:11
18.48	24/09/2022 00:01:12
18.38	24/09/2022 00:01:13
18.42	24/09/2022 00:01:14
17.1	24/09/2022 00:01:15
18.32	24/09/2022 00:01:17
18.08	24/09/2022 00:01:18
17.76	24/09/2022 00:01:19
18.13	24/09/2022 00:01:20
17.39	24/09/2022 00:01:21
17.45	24/09/2022 00:01:22
17.45	24/09/2022 00:01:23
17.45	24/09/2022 00:01:24
17.48	24/09/2022 00:01:25
18.0	24/09/2022 00:01:26
8.31	24/09/2022 00:01:27
17.01	24/09/2022 00:01:28
17.72	24/09/2022 00:01:30
17.21	24/09/2022 00:01:31
17.94	24/09/2022 00:01:32
8.31	24/09/2022 00:01:33
16.8	24/09/2022 00:01:34
16.86	24/09/2022 00:01:35
17.18	24/09/2022 00:01:36
16.56	24/09/2022 00:01:37
8.31	24/09/2022 00:01:38
16.5	24/09/2022 00:01:39
16.87	24/09/2022 00:01:40
24.22	24/09/2022 00:01:42
23.62	24/09/2022 00:01:43
8.31	24/09/2022 00:01:44
20.66	24/09/2022 00:01:45
22.01	24/09/2022 00:01:46
21.91	24/09/2022 00:01:47
22.01	24/09/2022 00:01:48
0	24/09/2022 00:01:49
20.28	24/09/2022 00:01:50
19.72	24/09/2022 00:01:51
20.5	24/09/2022 00:01:52
19.67	24/09/2022 00:01:53
39.2	24/09/2022 00:01:58
18.34	24/09/2022 00:02:00
19.55	24/09/2022 00:02:02
20.91	24/09/2022 00:02:05
17.75	24/09/2022 00:02:07
18.86	24/09/2022 00:02:09
8.31	24/09/2022 00:02:11
47.53	24/09/2022 00:02:14
17.47	24/09/2022 00:02:16
18.21	24/09/2022 00:02:18
17.36	24/09/2022 00:02:20
18.26	24/09/2022 00:02:22
18.34	24/09/2022 00:02:24
18.06	24/09/2022 00:02:26
17.58	24/09/2022 00:02:28
17.62	24/09/2022 00:02:31
17.25	24/09/2022 00:02:33
17.31	24/09/2022 00:02:35
17.45	24/09/2022 00:02:37
17.53	24/09/2022 00:02:39
17.58	24/09/2022 00:02:41
18.08	24/09/2022 00:02:43
0	24/09/2022 00:02:45
18.22	24/09/2022 00:02:47
17.73	24/09/2022 00:02:49
16.78	24/09/2022 00:02:51
17.05	24/09/2022 00:02:53
16.86	24/09/2022 00:02:56
16.75	24/09/2022 00:02:58
17.07	24/09/2022 00:03:00
16.81	24/09/2022 00:03:02
16.72	24/09/2022 00:03:04
25.77	24/09/2022 00:03:06
25.38	24/09/2022 00:03:08
25.35	24/09/2022 00:03:10
22.34	24/09/2022 00:03:12
0	24/09/2022 00:03:14
22.7	24/09/2022 00:03:16
22.66	24/09/2022 00:03:19
22.62	24/09/2022 00:03:21
21.25	24/09/2022 00:03:23
21.38	24/09/2022 00:03:25
19.83	24/09/2022 00:03:27
21.3	24/09/2022 00:03:29
21.49	24/09/2022 00:03:31
20.34	24/09/2022 00:03:33
20.23	24/09/2022 00:03:35
20.8	24/09/2022 00:03:37
19.5	24/09/2022 00:03:40
19.23	24/09/2022 00:03:42
65.9	24/09/2022 00:03:44
18.69	24/09/2022 00:03:46
19.33	24/09/2022 00:03:48
18.81	24/09/2022 00:03:50
19.01	24/09/2022 00:03:52
17.94	24/09/2022 00:03:54
18.29	24/09/2022 00:03:56
18.03	24/09/2022 00:03:58
18.66	24/09/2022 00:04:01
18.21	24/09/2022 00:04:03
17.94	24/09/2022 00:04:05
16.98	24/09/2022 00:04:07
17.12	24/09/2022 00:04:09
17.38	24/09/2022 00:04:11
17.44	24/09/2022 00:04:13
18.69	24/09/2022 00:04:15
18.1	24/09/2022 00:04:17
18.84	24/09/2022 00:04:19
17.72	24/09/2022 00:04:21
17.61	24/09/2022 00:04:24
18.6	24/09/2022 00:04:26
17.87	24/09/2022 00:04:28
19.24	24/09/2022 00:04:30
17.58	24/09/2022 00:04:32
17.58	24/09/2022 00:04:34
17.58	24/09/2022 00:04:36
17.94	24/09/2022 00:04:38
29.83	24/09/2022 00:04:47
15.89	24/09/2022 00:04:49
17.72	24/09/2022 00:04:51
16.89	24/09/2022 00:04:53
16.5	24/09/2022 00:04:55
17.44	24/09/2022 00:04:57
17.13	24/09/2022 00:04:59
18.55	24/09/2022 00:05:01
17.13	24/09/2022 00:05:04
45.12	24/09/2022 00:05:05
16.72	24/09/2022 00:05:06
16.84	24/09/2022 00:05:07
15.78	24/09/2022 00:05:08
17.54	24/09/2022 00:05:09
17.16	24/09/2022 00:05:10
16.96	24/09/2022 00:05:11
17.33	24/09/2022 00:05:12
17.04	24/09/2022 00:05:14
17.05	24/09/2022 00:05:15
17.01	24/09/2022 00:05:16
17.25	24/09/2022 00:05:17
17.75	24/09/2022 00:05:18
23.92	24/09/2022 00:05:19
22.34	24/09/2022 00:05:20
23.06	24/09/2022 00:05:21
8.31	24/09/2022 00:05:28
21.85	24/09/2022 00:05:29
20.97	24/09/2022 00:05:30
21.04	24/09/2022 00:05:31
21.19	24/09/2022 00:05:32
21.4	24/09/2022 00:05:33
21.08	24/09/2022 00:05:34
